index,type,line
601,false,it seems like a lie
602,true,the essence of oriental medicine is effective
603,true,all evolution conditions of the attribute blank have been met
604,false,it is to monitor the singularities of this world
605,false,hey are you crazy what did you do just now i was eating when i heard bihyungs voice furiously berating me
606,true,hunt the BLANK in 0 minutes otherwise the star stream will determine that you have no intention to carry out the activities of a disaster
607,true,you have received the second scenario penalty
608,true,the number one bookmark has been disabled
609,true,the character yoo joonghyuk has confirmed that your words are true
610,true,the constellation BLANK is howling
611,true,the constellation BLANK is making a loving smile
612,false,everyone you have been waiting a long time
613,false,did you enjoy the survival activities the scenario that you have been waiting for will finally begin there were some disruptions but yes well it will be a fun scenario to look forward to
614,true,there are three minutes left to complete the sponsor selection
615,true,incarnation prepare for the flooding of probabilities
616,true,the character blank has used bluff
617,true,external reinforced suit  replica agrade protective clothing
618,false,phew the debt is piling up during the time when you are noisy well yes rather than explain it a hundred times isnt it quicker for you to make money yourself
619,false,hmm everybody has confused expressions i can easily tell you right now you are incredibly weak if you are thrown into the scenarios that will take place you will be killed when you meet a weak ground rat let alone a blank benevolently there are some great people in the universe who pity you and would like to sponsor you do you understand what i am saying
620,true,in the future you will get the favour of the imyuntar people
621,false,well good this is the result now i am informing all incarnations of seoul just now a new owner of the absolute throne was born
622,true,the blank has triggered blank
623,false,you are a stubborn young man but it is the wrong choice how long can you endure
624,true,a handful of constellations are giggling and laughing
625,true,the character blank is suspicious of you
626,true,excessive immersion has severely worn out your mental strength
