type,line
true,you have obtained the BLANK for being the first to prevent a disaster
true,the character blank feels proud
true,your navy flag has evolved into a brown flag
true,the constellation BLANKs eyes have widened
true,in the future group member BLANK can deal out punishments on behalf of the representative
true,the constellation blank is curious about what came out of the random item box
true,the seven star jewels are sacrificed to summon a new item
false,everyone lets have fun from now on hehe
true,a very small number of constellations are interested in the primitive nature of humanity
false,in principle they are the ones who appear in a BLANK
true,the small planets constellation is expecting your compassion for a small planet
false,what nno i am currently getting a lot of subscriptions
true,you have entered the fourth floor
